,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
2739,426013024,426013,Vintage Ankle H.W,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs."
2746,426199021,426199,Ellen Shortie Daisy Low 3p,286,Underwear bottom,Underwear,1010017,Stripe,8,Dark Grey,4,Dark,12,Grey,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
2760,427114015,427114,2P LS GIRLY PJ,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear",All-in-one pyjamas in soft organic cotton jersey with press-studs down the front and along one leg.
2766,427159007,427159,Skinny 5pkt Trash,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs."
2774,428071011,428071,Ophelia L/S,254,Top,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted off-the-shoulder top in ribbed jersey with elastication around the top and long sleeves.
2775,428291001,428291,Tigra knitted headband,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.
2782,429313002,429313,Charlotte SP Andes,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
2784,429313008,429313,Charlotte SP Andes,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
2785,429313013,429313,Charlotte SP Andes,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
2786,429313016,429313,Charlotte SP Andes,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
2803,430596001,430596,Pack Black White,82,Tie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Pre-tied bow tie with an adjustable strap at the back and matching handkerchief in woven fabric. Width of bow tie 11 cm. Size of handkerchief 30x30 cm.
2805,430694018,430694,Skinny RW shaping,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds and shapes the tummy, thighs and seat, while keeping the jeans in shape. The jeans have a regular waist and skinny legs."
2808,430757001,430757,Cherry skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skirt with a zip at the back. Lined.
2809,431034005,431034,Pixies Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,7,Grey,2,Medium Dusty,-1,Unknown,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,Treggings in crushed velvet with a sheen. Elasticated waist.
2814,432566001,432566,Net Tight,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fishnet tights with an elasticated waist.
2817,432984001,432984,Diamanda tights SG,304,Underwear Tights,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Thin tights with a glittery pattern and an elasticated waist.
2835,433414028,433414,NT Maria 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Short-sleeved nursing tops in organic cotton jersey with a wrapover front and practical inner top for easier nursing access.
2845,433444001,433444,Sara s/s 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.
2848,433444013,433444,Sara s/s 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.
2862,436083001,436083,Adhesive Bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Bra with self-adhesive cups and no shoulder straps or back making it perfect for wearing under strapless or backless garments. Front fastening. Can be washed and reused.
2863,436083002,436083,Adhesive Bra,306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Bra with self-adhesive cups and no shoulder straps or back making it perfect for wearing under strapless or backless garments. Front fastening. Can be washed and reused.
2865,436261001,436261,Control Top 30 den 1p Tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Control-top tights that shape the tummy and bum. 30 denier.
2870,436570023,436570,Moscow Cross Bag,66,Bag,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small shoulder bag in grained imitation leather with a narrow, detachable shoulder strap, flap with a magnetic fastener, and two inner compartments. Lined. Size 15x20 cm."
2906,440811001,440811,Lydon Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners."
2907,440811006,440811,Lydon Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners."
2908,440811010,440811,Lydon Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,52,Pink,2,Medium Dusty,4,Pink,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners."
2933,442915008,442915,Dina,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Joggers in lightweight sweatshirt fabric with a wide panel at the top, side pockets and fold-down cuffs at the hems."
2953,443262015,443262,Frank Tank,253,Vest top,Garment Upper body,1010018,Treatment,9,Black,4,Dark,5,Black,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Vest top in cotton jersey with a chest pocket.
2960,443696001,443696,TP BO basic OH BB,308,Hoodie,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2961,443696002,443696,TP BO basic OH BB,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2965,443696011,443696,BO basic OH BB,308,Hoodie,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2968,443696014,443696,DENZEL basic OH BB,308,Hoodie,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2985,443860011,443860,S/S Polo Highline,257,Polo shirt,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Fine-knit polo shirt in a silk and cotton blend with a button placket and ribbing at the collar, cuffs and hem."
3028,445419009,445419,Leon tee,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Top in soft, airy modal jersey with a low-cut back and short sleeves."
3032,445865001,445865,Dungaree Dress,268,Dungarees,Garment Full body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Dungaree dress in washed denim with hard-worn details and adjustable straps with metal fasteners. Chest pocket, front and back pockets, and buttons at the sides. Fake fly and a raw-edge, frayed hem."
3037,446224001,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3038,446224002,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3039,446224010,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3040,446224011,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3042,446224013,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3043,446224014,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,92,Green,1,Dusty Light,20,Khaki green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3044,446224016,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3045,446224019,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,81,Light Turquoise,1,Dusty Light,7,Turquoise,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3049,446224036,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3050,446224043,446224,Maja Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
3072,447694009,447694,Benny Shorts (1),272,Trousers,Garment Lower body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and one back pocket. Brushed inside."
3074,447694017,447694,Benny Shorts (1),272,Trousers,Garment Lower body,1010010,Melange,9,Black,4,Dark,12,Grey,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and one back pocket. Brushed inside."
3089,448509009,448509,Perrie Slim Mom Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
3091,448509014,448509,Perrie Slim Mom Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
3092,448509015,448509,Perrie Slim Mom Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
3093,448509017,448509,Perrie Slim Mom Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
3106,448515001,448515,Kendall RW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
3108,448515018,448515,Kendall RW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
3109,448515019,448515,Kendall Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
3112,448515027,448515,Kendall Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
